WKT;id;calle;tipo_calle;codigo_calle;id_eje;sm;lado;altura;paridad;regla_general_id;regla_general;horario_regla_general_id;horario_regla_general;normativa_id;normativa;horario_normativa_id;horario_normativa;tarifa
"MULTILINESTRING ((-58.4914849414837 -34.548071868297,-58.4920078955193 -34.5483500066771))";15851;PICO;CALLE;17074;593;55-219;derecho;4201 - 4299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4851118285554 -34.5564888466489,-58.4855469313509 -34.5558558523348))";15852;PLAZA;CALLE;17099;1600;55-222;derecho;3701 - 3799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4864600615686 -34.5551428244196,-58.4865265842625 -34.5550476518588))";15853;PLAZA;CALLE;17099;1423;55-222Z;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.483528066495 -34.5572304290521,-58.4842224619649 -34.5575654956288,-58.4842818554756 -34.5575934294666))";15854;"LARRALDE, CRISOLOGO AV.";AVENIDA;19028;1720;55-221;derecho;4101 - 4199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4852013991547 -34.5549849248972,-58.4853667182008 -34.5549917552896,-58.4860202808715 -34.5550184355591))";15855;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1375;55-223;izquierdo;3902 - 4000;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4885134539606 -34.5657924712982,-58.4892171102424 -34.5650062872773,-58.4892510110077 -34.5649683115978))";15856;GALVAN;CALLE;7014;2614;53-024;izquierdo;3202 - 3300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4911285914246 -34.5625374426987,-58.4918773566523 -34.561463331927,-58.4918805456523 -34.5614586832943))";15857;GALVAN;CALLE;7014;2231;53-027;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4894129626485 -34.5647823773214,-58.4900155295748 -34.5641165989127))";15858;GALVAN;CALLE;7014;2486;53-025;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4862791424183 -34.5547641318567,-58.4866103556073 -34.5542828894497))";15859;PLAZA;CALLE;17099;1378;55-225;derecho;3921 - 3999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4882603360521 -34.5507987008646,-58.4888224537 -34.5510914366421))";15860;CORREA;CALLE;3169;924;55-230A;derecho;4001 - 4099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4888273842553 -34.5500210330766,-58.4893711115126 -34.550305713681))";15861;RAMALLO;CALLE;19002;830;55-231;izquierdo;4102 - 4200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4859715887763 -34.5547875522759,-58.4862297370498 -34.5547897576404))";15862;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1377;55-225;derecho;3939 - 3999;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4883097243697 -34.5517082882981,-58.4877154671732 -34.5515319256066))";15863;RUIZ HUIDOBRO AV.;AVENIDA;19093;1000;55-228;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;6;PERMITIDO ESTACIONAR A 45Â°;1;24 HORAS;
"MULTILINESTRING ((-58.4878599440444 -34.5513913583639,-58.4884545991124 -34.5515814069528))";15864;RUIZ HUIDOBRO AV.;AVENIDA;19093;27645;55-230A;derecho;4001 - 4099;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4883564006053 -34.5516384750707,-58.4878038750288 -34.5514728089781))";15865;RUIZ HUIDOBRO AV.;AVENIDA;19093;1000;55-230Z;izquierdo;4002 - 4100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4878553118698 -34.5514769889593,-58.4883487872567 -34.5516203901454))";15866;RUIZ HUIDOBRO AV.;AVENIDA;19093;27645;55-230Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4818086741514 -34.5702711794939,-58.4825367096263 -34.5707165408092))";15867;ROOSEVELT FRANKLIN D.;CALLE;19083;3277;53-039;izquierdo;4602 - 4700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4911279586051 -34.5478616337888,-58.4915788308316 -34.5472144159791))";15868;PLAZA;CALLE;17099;549;55-235A;derecho;4801 - 4899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4847705633332 -34.5553019565223,-58.4849349586698 -34.5550788922596,-58.4850045418047 -34.5549870712182))";15869;TRONADOR;CALLE;21059;1452;55-239;derecho;3801 - 3849;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.485201826967 -34.5547269022991,-58.4852506546306 -34.5546624639868,-58.4852651961585 -34.5546392337365))";15870;TRONADOR;CALLE;21059;1372;55-240;derecho;3851 - 3899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4874301251245 -34.5503640979014,-58.4876396737437 -34.5504732419951))";15871;CORREA;CALLE;3169;844;55-245C;derecho;3901 - 3929;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4825822586037 -34.5567745746922,-58.483339647347 -34.5571400384617))";15872;"LARRALDE, CRISOLOGO AV.";AVENIDA;19028;1670;55-237A;derecho;4001 - 4099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4875474639786 -34.5514618486403,-58.4868916403947 -34.5511215747352))";15873;RUIZ HUIDOBRO AV.;AVENIDA;19093;975;55-244;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4875488947199 -34.551366718222,-58.4868930718768 -34.5510264443189))";15874;RUIZ HUIDOBRO AV.;AVENIDA;19093;975;55-244Z;izquierdo;3902 - 4000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4869728896453 -34.5510152980149,-58.4875641311739 -34.5513482278887))";15875;RUIZ HUIDOBRO AV.;AVENIDA;19093;27644;55-244Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4842426794299 -34.5549458092898,-58.4849972021841 -34.5549770865902))";15876;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1371;55-239;izquierdo;3802 - 3900;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4841215145145 -34.5547053629943,-58.4850879868439 -34.554745426496))";15877;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1371;55-240;derecho;3801 - 3899;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4876795731724 -34.5504941781434,-58.4881199881951 -34.550723503291))";15878;CORREA;CALLE;3169;881;55-245C;derecho;3931 - 3999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4882789588075 -34.5497339526216,-58.4887044575817 -34.5499567997136))";15879;RAMALLO;CALLE;19002;781;55-246B;izquierdo;4002 - 4100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4877556514065 -34.5503852893504,-58.4882255706317 -34.5497714896117))";15880;POSTA;CALLE;17116;845;55-246B;derecho;4401 - 4499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4877398624845 -34.5504400520804,-58.4881802773872 -34.5506693770126))";15881;CORREA;CALLE;3169;881;55-246B;izquierdo;3932 - 4000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4888949522311 -34.548981998617,-58.4892774768915 -34.5491825423488))";15882;ARIAS;CALLE;1111;685;55-247B;izquierdo;4002 - 4100;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4883291469611 -34.5496107781662,-58.4888282044756 -34.5490109422207))";15883;POSTA;CALLE;17116;749;55-247B;derecho;4501 - 4599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4883249764892 -34.5496725652535,-58.4887504750733 -34.5498954121876))";15884;RAMALLO;CALLE;19002;781;55-247B;derecho;4001 - 4099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4894818321289 -34.5482174268308,-58.4898467841237 -34.5484071554103))";15885;DEHEZA;CALLE;4017;589;55-248B;izquierdo;4002 - 4100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4889588094589 -34.5488648618708,-58.4894289170374 -34.5482557334804))";15886;POSTA;CALLE;17116;653;55-248B;derecho;4601 - 4699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4816428839115 -34.5563204682811,-58.4823982894181 -34.5566849804489))";15887;"LARRALDE, CRISOLOGO AV.";AVENIDA;19028;1625;55-252A;derecho;3901 - 3999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4821191523193 -34.5557071359673,-58.4826574657513 -34.5554887932972))";15888;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1479;55-252A;izquierdo;3646 - 3700;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4822582889006 -34.5554109707615,-58.4825295994309 -34.5553009254994))";15889;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1479;55-252B;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4829664723606 -34.5553773572924,-58.4835126938367 -34.5551424180338))";15890;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1450;55-253;izquierdo;3702 - 3800;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.482729664904 -34.5552108606733,-58.4828638735726 -34.5551563987137,-58.4836355316015 -34.5548269151104))";15891;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1450;55-254;derecho;3701 - 3799;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4707399022679 -34.6528654713664,-58.4708932027283 -34.6533381975208))";15892;DERQUI AV.;AVENIDA;4065;23738;56-070B;derecho;3901 - 3939;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4899370185688 -34.5622775881057,-58.48951545837 -34.5628804529914))";15893;VALDENEGRO;CALLE;23001;2258;53-048;izquierdo;3452 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4865314987921 -34.5499062197378,-58.4872247630879 -34.550261138708,-58.4872796863949 -34.5502897385609))";15894;CORREA;CALLE;3169;828;55-260B;derecho;3801 - 3899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4894910586494 -34.5480727114295,-58.4899630636502 -34.5474612705831))";15895;POSTA;CALLE;17116;568;55-263B;izquierdo;4702 - 4800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4889288500266 -34.5488014426727,-58.4893989574671 -34.5481923143914))";15896;POSTA;CALLE;17116;653;55-263B;izquierdo;4602 - 4700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.486715578135 -34.5510314241594,-58.4859695270589 -34.5506433304283))";15897;RUIZ HUIDOBRO AV.;AVENIDA;19093;921;55-259;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4861132148878 -34.5504557460547,-58.4868633065731 -34.5508291995905))";15898;RUIZ HUIDOBRO AV.;AVENIDA;19093;27642;55-260B;derecho;3801 - 3899;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4867699060935 -34.5509646569842,-58.4860238553615 -34.5505765635806))";15899;RUIZ HUIDOBRO AV.;AVENIDA;19093;921;55-260Z;izquierdo;3802 - 3900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4860535681352 -34.5505425340789,-58.4868036603332 -34.5509159879756))";15900;RUIZ HUIDOBRO AV.;AVENIDA;19093;27642;55-260Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4938133929866 -34.5547454500937,-58.4930770140198 -34.5543593131645))";15901;RUIZ HUIDOBRO AV.;AVENIDA;19093;1367;55-268;izquierdo;4602 - 4700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.493111856767 -34.5543119546507,-58.4938344852719 -34.5547154031132))";15902;RUIZ HUIDOBRO AV.;AVENIDA;19093;27658;55-268;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4928940801968 -34.5542636634425,-58.4921508309682 -34.5538739168423))";15903;RUIZ HUIDOBRO AV.;AVENIDA;19093;1319;55-269;izquierdo;4502 - 4600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4921761825639 -34.553838998366,-58.4929258036544 -34.5542214963519))";15904;RUIZ HUIDOBRO AV.;AVENIDA;19093;27656;55-269;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4740976292016 -34.6537104321768,-58.474596668658 -34.654165375905))";15905;"PERON, EVA AV.";AVENIDA;4056;23931;56-037;izquierdo;4402 - 4458;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4746561640587 -34.6542194577251,-58.4750209529444 -34.6545520451104))";15906;"PERON, EVA AV.";AVENIDA;4056;24030;56-037;izquierdo;4460 - 4600;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4739710749087 -34.6537515715293,-58.4726504261405 -34.6548127010337))";15907;"AMEGHINO, FLORENTINO, DR.";CALLE;1071;24111;56-037;derecho;1801 - 1899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4724936878898 -34.6549287873787,-58.4726303282759 -34.6550567778285))";15908;ECHEANDIA;CALLE;5005;24135;56-037;derecho;4201 - 4205;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.470406872143 -34.655161148793,-58.4699621479169 -34.6555107245564))";15909;MEDINA;CALLE;13060;24215;56-051;derecho;2001 - 2099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4728557964905 -34.6549956582429,-58.474225123206 -34.6547268277583,-58.4749036215045 -34.6545940296631))";15910;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24136;56-037;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4699844536635 -34.6555697189704,-58.4706827793908 -34.6554201002664))";15911;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24257;56-051;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.470815676184 -34.6553931951471,-58.4713436304529 -34.6553021186242))";15912;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24210;56-052;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.471492759141 -34.6552658917069,-58.4720471626225 -34.6551570637626))";15913;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24189;56-053;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4648236105174 -34.6551969192673,-58.4637970659538 -34.6543336545401))";15914;SANTIAGO DE COMPOSTELA AV.;AVENIDA;20137;24182;56-063A;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4660853075804 -34.6562447881311,-58.465059759746 -34.6553850271415))";15915;SANTIAGO DE COMPOSTELA AV.;AVENIDA;20137;24405;56-063A;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4671858652892 -34.6571498856516,-58.4662996552312 -34.6564261315501))";15916;SANTIAGO DE COMPOSTELA AV.;AVENIDA;20137;24611;56-063A;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4643497782634 -34.659472817614,-58.4669809066535 -34.6574548954948))";15917;ASTURIAS AV.;AVENIDA;1167;25077;56-063A;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4611956406497 -34.6574339069733,-58.4622642726424 -34.6582825539457,-58.463846041157 -34.6595493385657))";15918;CASTAÃARES AV.;AVENIDA;3086;29198;56-063A;derecho;3701 - 3999;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4700635194118 -34.655643703095,-58.4712856017081 -34.6554050974816))";15919;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24210;56-052Z;izquierdo;2352 - 2500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4713333587896 -34.6556719043208,-58.4701878251803 -34.6558987531885))";15920;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24330;56-052Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4722356909241 -34.655124885815,-58.4725415957902 -34.6550648779676))";15921;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24164;56-053Z;izquierdo;2302 - 2324;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4715642543015 -34.6553489324097,-58.4725938120395 -34.6551525237037))";15922;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24189;56-053Z;izquierdo;2326 - 2350;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4727779342866 -34.6553888374715,-58.4716449904873 -34.6556117385989))";15923;SAN JUAN BAUTISTA DE LA SALLE AV.;AVENIDA;12164;24267;56-053Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4711404869556 -34.6546070257793,-58.4711917451847 -34.6547717598208,-58.4713335998535 -34.6552708511459))";15924;DERQUI AV.;AVENIDA;4065;24188;56-052;izquierdo;4002 - 4100;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4712793423866 -34.6545561850529,-58.4713306008592 -34.6547209190374,-58.4714724562735 -34.655220010205))";15925;DERQUI AV.;AVENIDA;4065;24188;56-053;derecho;4001 - 4099;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4732445360309 -34.6529285272785,-58.4735784949227 -34.6532330650337))";15926;"PERON, EVA AV.";AVENIDA;4056;23686;56-054A;izquierdo;4302 - 4350;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4736585187681 -34.6533094933596,-58.4739892760731 -34.6536111006452))";15927;"PERON, EVA AV.";AVENIDA;4056;23781;56-054B;izquierdo;4352 - 4400;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4635201632576 -34.6543328071122,-58.4625891545276 -34.6550555920484,-58.4622074468063 -34.6553756791372))";15928;LACARRA AV.;AVENIDA;12006;24233;56-063A;derecho;2051 - 2099;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4619737125984 -34.6555769479661,-58.4616637687974 -34.6558357136737,-58.4613683085846 -34.6561636682392,-58.4611959277683 -34.6563860589634,-58.4610478860238 -34.6566203623924,-58.4608800434577 -34.6569718504146))";15929;LACARRA AV.;AVENIDA;12006;24548;56-063A;derecho;2101 - 2199;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.466851126481 -34.655916610854,-58.4664411193494 -34.6562405114706))";15930;ZINNY;CALLE;27020;24386;56-065;derecho;2001 - 2089;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4669204858633 -34.6559653320516,-58.46771404685 -34.6567737616658))";15931;SANTANDER;CALLE;20061;24524;56-065;izquierdo;3902 - 4000;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.489456381186 -34.5629612924664,-58.4891167726956 -34.563446952701))";15932;VALDENEGRO;CALLE;23001;2329;53-048;izquierdo;3402 - 3450;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4693351946409 -34.6541601464908,-58.4702953248189 -34.6550551432978))";15933;ZUVIRIA;CALLE;27026;24143;56-067A;izquierdo;3902 - 4000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4678823836174 -34.6551001372555,-58.4670089330743 -34.6557901432032))";15934;ZINNY;CALLE;27020;24304;56-066;derecho;1901 - 1999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4664882690449 -34.656307328059,-58.4673680029793 -34.6570402641749))";15935;SANTIAGO DE COMPOSTELA AV.;AVENIDA;20137;24593;56-065;derecho;3901 - 3999;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4674521234825 -34.6570942821134,-58.4677759577279 -34.6568458747609))";15936;ASTURIAS AV.;AVENIDA;1167;24594;56-065;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4679316889169 -34.6567319649902,-58.4687996202712 -34.65605654443))";15937;ASTURIAS AV.;AVENIDA;1167;24525;56-066;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4693016784835 -34.6541768561007,-58.4693230069639 -34.6542871432958,-58.4698751143436 -34.6554797884517))";15938;"DELLEPIANE, LUIS, TTE. GRAL.";AVENIDA;4102;24256;56-067A;derecho;3901 - 3999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4687922980908 -34.6557413929144,-58.4683712425855 -34.6547486160291))";15939;"DELLEPIANE, LUIS, TTE. GRAL.";AVENIDA;4102;24317;56-067B;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4572378338354 -34.6541923792698,-58.4579627706635 -34.6548165645326))";15940;CASTAÃARES AV.;AVENIDA;3086;24145;56-063X;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4579003685772 -34.6548882612911,-58.4572344390361 -34.6543232421808,-58.4571627792108 -34.6542628185709))";15941;CASTAÃARES AV.;AVENIDA;3086;24169;56-063X;izquierdo;3402 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4636484919959 -34.6596881365252,-58.4623077403559 -34.6587010011256,-58.4613700352482 -34.6579135962031,-58.4607343463838 -34.6573601816209,-58.4604270788548 -34.6570976520315))";15942;CASTAÃARES AV.;AVENIDA;3086;24764;56-063Z;izquierdo;3702 - 4000;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4621173736336 -34.658345954912,-58.4637188634665 -34.6595567814297))";15943;CASTAÃARES AV.;AVENIDA;3086;29198;56-063Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4707949607305 -34.653513272987,-58.470876385151 -34.6537645372444))";15944;DERQUI AV.;AVENIDA;4065;23803;56-068;izquierdo;3932 - 3956;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4708955214867 -34.6538162656216,-58.4709290556029 -34.653919630891,-58.4710827050951 -34.6544137729035))";15945;DERQUI AV.;AVENIDA;4065;24008;56-068;izquierdo;3958 - 4000;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4710488959432 -34.6538094171628,-58.471082430247 -34.6539127823902,-58.4712360806367 -34.6544069242098))";15946;DERQUI AV.;AVENIDA;4065;24008;56-069;derecho;3971 - 3999;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
