calle,x0,y0,hora,cantidad
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,3,1
LIMA 1365,-58.381495,-34.624262,3,10
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,3,2
SANTA FE AV. 4650,-58.425858,-34.578448,11,6
SANTA FE AV. 4650,-58.425858,-34.578448,6,2
LIMA 1365,-58.381495,-34.624262,7,19
CALLAO AV. 1588,-58.391201,-34.591009,12,19
SANTA FE AV. 4650,-58.425858,-34.578448,20,3
CALLAO AV. 1588,-58.391201,-34.591009,8,15
LIMA 1365,-58.381495,-34.624262,11,30
SANTA FE AV. 1483,-58.388215,-34.595676,17,15
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,11,11
RIVADAVIA AV. 2775,-58.405518,-34.610013,6,7
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,12,2
SANTA FE AV. 2622,-58.403884,-34.594047,18,1
RIVADAVIA AV. 2775,-58.405518,-34.610013,11,9
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,8,12
VEDIA 3438,-58.86039,-34.544242,17,3
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,4,5
LIMA 1365,-58.381495,-34.624262,20,22
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,5,3
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,6,6
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,15,15
CORDOBA AV. 3647,-58.417813,-34.597727,20,2
CORDOBA AV. 3647,-58.417813,-34.597727,7,5
CORDOBA AV. 1147,-58.383217,-34.599039,9,6
CORDOBA AV. 3329,-58.413685,-34.597847,9,5
CORDOBA AV. 1749,-58.392148,-34.599512,14,10
AVELLANEDA AV. 2924,-58.471929,-34.626563,18,3
AVELLANEDA AV. 2924,-58.471929,-34.626563,11,2
CORDOBA AV. 1431,-58.387335,-34.599232,12,6
CORDOBA AV. 1980,-58.395434,-34.599776,7,11
CORDOBA AV. 4570,-58.429776,-34.594591,14,7
CORDOBA AV. 3143,-58.410998,-34.597969,1,1
CORDOBA AV. 3329,-58.413685,-34.597847,14,7
LIMA 1365,-58.381495,-34.624262,9,30
LIMA 281,-58.381872,-34.611723,1,1
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,12,19
PUEYRREDON AV. 367,-58.40571,-34.605973,3,3
PUEYRREDON AV. 768,-58.404705,-34.601207,4,3
SANTA FE AV. 2622,-58.403884,-34.594047,7,2
SANTA FE AV. 3889,-58.418132,-34.583669,6,14
PUEYRREDON AV. 870,-58.404389,-34.600218,2,3
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,14,22
RIVADAVIA AV. 2775,-58.405518,-34.610013,3,1
PUEYRREDON AV. 367,-58.40571,-34.605973,2,4
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,4,2
SANTA FE AV. 3889,-58.418132,-34.583669,2,3
PUEYRREDON AV. 1418,-58.402311,-34.594121,2,1
PUEYRREDON AV. 870,-58.404389,-34.600218,4,2
PUEYRREDON AV. 214,-58.406212,-34.607467,2,5
PUEYRREDON AV. 459,-58.405495,-34.60505,1,1
PUEYRREDON AV. 1418,-58.402311,-34.594121,9,6
PUEYRREDON AV. 367,-58.40571,-34.605973,1,1
PUEYRREDON AV. 1418,-58.402311,-34.594121,4,1
RIVADAVIA AV. 2775,-58.405518,-34.610013,20,5
SAN MARTIN AV. 1844,-58.454414,-34.605652,17,8
RIVADAVIA AV. 2775,-58.405518,-34.610013,0,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,13,8
PUEYRREDON AV. 1418,-58.402311,-34.594121,4,1
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,6,11
PUEYRREDON AV. 870,-58.404389,-34.600218,4,3
CORRIENTES AV. 6210,-58.448402,-34.591075,7,9
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,6,7
CORRIENTES AV. 3022,-58.408125,-34.604302,7,11
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,19,22
CORDOBA AV. 2523,-58.402911,-34.59879,0,3
CORDOBA AV. 2801,-58.407164,-34.597965,8,9
SANTA FE AV. 4650,-58.425858,-34.578448,12,10
CORDOBA AV. 1749,-58.392148,-34.599512,19,2
CORDOBA AV. 1749,-58.392148,-34.599512,0,2
CORDOBA AV. 3143,-58.410998,-34.597969,8,7
CORDOBA AV. 1980,-58.395434,-34.599776,14,10
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,15,1
CORDOBA AV. 4471,-58.428774,-34.594989,12,9
CORDOBA AV. 3143,-58.410998,-34.597969,12,6
CORDOBA AV. 3143,-58.410998,-34.597969,10,6
SANTA FE AV. 1483,-58.388215,-34.595676,12,22
CORDOBA AV. 3647,-58.417813,-34.597727,12,7
CORDOBA AV. 4570,-58.429776,-34.594591,7,2
CORDOBA AV. 2801,-58.407164,-34.597965,7,6
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,11,1
CORDOBA AV. 4570,-58.429776,-34.594591,11,5
CORDOBA AV. 4471,-58.428774,-34.594989,14,3
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,5,3
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,17,8
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,14,9
CORRIENTES AV. 3022,-58.408125,-34.604302,18,11
CORRIENTES AV. 5220,-58.439127,-34.59969,6,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,6,4
CORRIENTES AV. 6210,-58.448402,-34.591075,13,14
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,0,1
CORRIENTES AV. 5220,-58.439127,-34.59969,9,2
CORRIENTES AV. 6210,-58.448402,-34.591075,9,15
CORRIENTES AV. 3022,-58.408125,-34.604302,13,10
CORRIENTES AV. 5220,-58.439127,-34.59969,14,7
LIMA 1365,-58.381495,-34.624262,13,28
CORDOBA AV. 1749,-58.392148,-34.599512,16,3
SANTA FE AV. 4650,-58.425858,-34.578448,16,4
CORDOBA AV. 1980,-58.395434,-34.599776,12,16
CORDOBA AV. 3143,-58.410998,-34.597969,16,3
CORDOBA AV. 3143,-58.410998,-34.597969,6,4
CORDOBA AV. 1749,-58.392148,-34.599512,20,1
SANTA FE AV. 3889,-58.418132,-34.583669,20,20
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,0,9
CORDOBA AV. 1749,-58.392148,-34.599512,20,4
CORDOBA AV. 2801,-58.407164,-34.597965,3,3
CORDOBA AV. 3143,-58.410998,-34.597969,3,1
CORDOBA AV. 2801,-58.407164,-34.597965,5,2
CORDOBA AV. 1980,-58.395434,-34.599776,2,4
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,10,6
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,11,4
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,18,2
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,8,12
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,12,15
LIMA 1365,-58.381495,-34.624262,12,27
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,20,8
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,9,16
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,13,12
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,12,2
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,14,23
LIMA 1365,-58.381495,-34.624262,4,7
SANTA FE AV. 2622,-58.403884,-34.594047,20,1
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,19,9
CALLAO AV. 1588,-58.391201,-34.591009,9,14
LIMA OESTE 1524,-58.382189,-34.626200,10,19
LIMA OESTE 1524,-58.382189,-34.626200,7,17
LIMA OESTE 1524,-58.382189,-34.626200,9,19
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,7,7
FOREST AV. 634,-58.454309,-34.584925,19,3
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,11,26
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,1,3
CORDOBA AV. 1147,-58.383217,-34.599039,12,4
PUEYRREDON AV. 870,-58.404389,-34.600218,12,21
CORDOBA AV. 2149,-58.398175,-34.599668,12,12
PUEYRREDON AV. 214,-58.406212,-34.607467,19,24
CORDOBA AV. 1431,-58.387335,-34.599232,6,3
RIVADAVIA AV. 6626,-58.459176,-34.62777,20,20
RIVADAVIA AV. 4987,-58.43608,-34.618047,8,7
PUEYRREDON AV. 870,-58.404389,-34.600218,14,11
PUEYRREDON AV. 768,-58.404705,-34.601207,5,5
ROSARIO 21,-58.429075,-34.618311,2,2
CORDOBA AV. 1431,-58.387335,-34.599232,9,5
CORDOBA AV. 1431,-58.387335,-34.599232,1,2
RIVADAVIA AV. 4987,-58.43608,-34.618047,10,13
ROSARIO 21,-58.429075,-34.618311,0,3
CORDOBA AV. 1431,-58.387335,-34.599232,5,1
PUEYRREDON AV. 870,-58.404389,-34.600218,5,3
CORDOBA AV. 1980,-58.395434,-34.599776,1,2
PUEYRREDON AV. 214,-58.406212,-34.607467,9,38
CORDOBA AV. 2149,-58.398175,-34.599668,5,3
PUEYRREDON AV. 459,-58.405495,-34.60505,1,4
CORDOBA AV. 1749,-58.392148,-34.599512,19,2
CORDOBA AV. 1147,-58.383217,-34.599039,19,1
GAONA AV. 2300,-58.459429,-34.613877,3,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,16,8
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,11,3
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,15,2
SAN MARTIN AV. 1844,-58.454414,-34.605652,20,6
FOREST AV. 634,-58.454309,-34.584925,8,10
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,15,5
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,18,9
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,7,11
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,14,2
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,18,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,10,3
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,13,2
LIMA 1365,-58.381495,-34.624262,0,10
SAN JUAN AV. 1119,-58.381832,-34.622096,14,6
CALLAO AV. 681,-58.392623,-34.601114,10,3
ENTRE RIOS AV. 678,-58.391572,-34.616551,12,6
CALLAO AV. 681,-58.392623,-34.601114,4,1
CALLAO AV. 337,-58.392133,-34.605181,4,1
CALLAO AV. 858,-58.39311,-34.599002,2,2
ENTRE RIOS AV. 678,-58.391572,-34.616551,2,2
ENTRE RIOS AV. 182,-58.391718,-34.611145,4,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,5,12
RIVADAVIA AV. 9618,-58.499769,-34.637578,17,5
SANTA FE AV. 4650,-58.425858,-34.578448,8,6
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,17,9
LIMA 1365,-58.381495,-34.624262,14,30
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,8,9
SANTA FE AV. 3889,-58.418132,-34.583669,14,23
RIVADAVIA AV. 2775,-58.405518,-34.610013,11,8
PUEYRREDON AV. 870,-58.404389,-34.600218,18,11
PUEYRREDON AV. 459,-58.405495,-34.60505,17,15
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,7,13
BOEDO AV. 965,-58.416231,-34.624996,2,2
BOEDO AV. 965,-58.416231,-34.624996,4,2
BOEDO AV. 965,-58.416231,-34.624996,14,6
BELGRANO AV. 3218,-58.411416,-34.615436,8,6
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,9,3
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,4,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,0,1
CORRIENTES AV. 6210,-58.448402,-34.591075,0,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,10,8
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,20,5
AVELLANEDA AV. 1825,-58.456423,-34.621237,15,3
AVELLANEDA AV. 1825,-58.456423,-34.621237,12,5
AVELLANEDA AV. 2924,-58.471929,-34.626563,15,4
AVELLANEDA AV. 1825,-58.456423,-34.621237,15,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,19,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,11,6
AVELLANEDA AV. 1825,-58.456423,-34.621237,7,3
BELGRANO AV. 3218,-58.411416,-34.615436,19,5
BOEDO AV. 965,-58.416231,-34.624996,20,3
BELGRANO AV. 3218,-58.411416,-34.615436,9,5
BOEDO AV. 965,-58.416231,-34.624996,18,4
BOEDO AV. 965,-58.416231,-34.624996,12,2
BELGRANO AV. 3218,-58.411416,-34.615436,11,5
BOEDO AV. 965,-58.416231,-34.624996,17,3
BELGRANO AV. 3218,-58.411416,-34.615436,13,2
BOEDO AV. 965,-58.416231,-34.624996,13,9
BOEDO AV. 965,-58.416231,-34.624996,11,8
BELGRANO AV. 3218,-58.411416,-34.615436,7,7
CORDOBA AV. 1147,-58.383217,-34.599039,11,5
PUEYRREDON AV. 367,-58.40571,-34.605973,15,20
BOEDO AV. 965,-58.416231,-34.624996,11,6
BOEDO AV. 965,-58.416231,-34.624996,19,7
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,11,11
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,16,8
LIMA OESTE 1524,-58.382189,-34.626200,0,6
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,7,2
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,11,5
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,0,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,20,4
CORRIENTES AV. 6210,-58.448402,-34.591075,16,12
FOREST AV. 634,-58.454309,-34.584925,15,9
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,11,13
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,10,8
VEDIA 3438,-58.86039,-34.544242,8,11
ENTRE RIOS AV. 326,-58.391646,-34.613,8,18
CORRIENTES AV. 3022,-58.408125,-34.604302,6,2
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,12,2
ENTRE RIOS AV. 326,-58.391646,-34.613,4,8
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,7,2
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,4,3
CORRIENTES AV. 3022,-58.408125,-34.604302,15,11
CORDOBA AV. 1147,-58.383217,-34.599039,6,2
CORDOBA AV. 1980,-58.395434,-34.599776,6,7
CORDOBA AV. 1147,-58.383217,-34.599039,2,1
CORDOBA AV. 3647,-58.417813,-34.597727,14,7
CORDOBA AV. 1749,-58.392148,-34.599512,6,1
CORDOBA AV. 1749,-58.392148,-34.599512,2,1
CORDOBA AV. 2523,-58.402911,-34.59879,14,9
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,5,8
CORRIENTES AV. 5220,-58.439127,-34.59969,18,5
CORRIENTES AV. 5220,-58.439127,-34.59969,5,4
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,6,2
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,16,1
CORDOBA AV. 1431,-58.387335,-34.599232,0,2
CORDOBA AV. 3143,-58.410998,-34.597969,0,3
CORDOBA AV. 3647,-58.417813,-34.597727,11,3
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,1,1
NAZCA AV. 479,-58.471328,-34.626678,14,11
NAZCA AV. 479,-58.471328,-34.626678,6,5
RIVADAVIA AV. 7420,-58.469991,-34.630911,12,10
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,17,2
CORDOBA AV. 3329,-58.413685,-34.597847,19,1
CORDOBA AV. 4570,-58.429776,-34.594591,15,2
CORDOBA AV. 3647,-58.417813,-34.597727,15,7
CORDOBA AV. 1749,-58.392148,-34.599512,15,8
CORDOBA AV. 1749,-58.392148,-34.599512,12,13
CORDOBA AV. 4570,-58.429776,-34.594591,9,5
CORRIENTES AV. 5220,-58.439127,-34.59969,14,6
CORRIENTES AV. 6210,-58.448402,-34.591075,14,13
NAZCA AV. 479,-58.471328,-34.626678,18,2
NAZCA AV. 479,-58.471328,-34.626678,7,5
RIVADAVIA AV. 6626,-58.459176,-34.62777,16,19
NAZCA AV. 479,-58.471328,-34.626678,19,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,16,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,20,3
SUAREZ 1635,-58.373758,-34.638502,9,4
SUAREZ 1635,-58.373758,-34.638502,18,1
SUAREZ 1635,-58.373758,-34.638502,6,1
AVELLANEDA AV. 2924,-58.471929,-34.626563,5,1
SUAREZ 1635,-58.373758,-34.638502,14,1
NAZCA AV. 479,-58.471328,-34.626678,4,3
SUAREZ 1635,-58.373758,-34.638502,18,1
GAONA AV. 2300,-58.459429,-34.613877,14,4
FOREST AV. 634,-58.454309,-34.584925,18,6
FOREST AV. 634,-58.454309,-34.584925,8,10
SANTA FE AV. 4650,-58.425858,-34.578448,12,6
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,7,6
VEDIA 3438,-58.86039,-34.544242,7,7
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,6,4
RIVADAVIA AV. 10524,-58.511786,-34.639436,14,4
RIVADAVIA AV. 10524,-58.511786,-34.639436,9,6
ENTRE RIOS AV. 1818,-58.390787,-34.629623,5,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,5,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,13,4
CALLAO AV. 1588,-58.391201,-34.591009,9,21
LIMA OESTE 1524,-58.382189,-34.626200,16,17
LIMA OESTE 1524,-58.382189,-34.626200,10,17
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,10,16
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,15,21
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,18,26
FOREST AV. 634,-58.454309,-34.584925,18,10
CORRIENTES AV. 5220,-58.439127,-34.59969,18,5
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,20,14
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,17,12
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,18,6
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,0,7
ENTRE RIOS AV. 1818,-58.390787,-34.629623,14,8
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,5,4
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,8,13
RIVADAVIA AV. 6626,-58.459176,-34.62777,3,5
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,11,5
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,1,2
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,3,1
NAZCA AV. 479,-58.471328,-34.626678,13,6
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,0,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,2,1
NAZCA AV. 479,-58.471328,-34.626678,0,1
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,1,3
CORDOBA AV. 3647,-58.417813,-34.597727,7,5
CORDOBA AV. 2149,-58.398175,-34.599668,1,2
CORDOBA AV. 4471,-58.428774,-34.594989,7,5
CORDOBA AV. 1980,-58.395434,-34.599776,1,2
CORDOBA AV. 1749,-58.392148,-34.599512,1,1
CORDOBA AV. 4570,-58.429776,-34.594591,1,1
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,8,9
NAZCA AV. 479,-58.471328,-34.626678,6,8
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,6,3
RIVADAVIA AV. 7420,-58.469991,-34.630911,15,12
RIVADAVIA AV. 6626,-58.459176,-34.62777,7,21
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,8,13
ENTRE RIOS AV. 1818,-58.390787,-34.629623,12,12
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,20,1
RIVADAVIA AV. 7420,-58.469991,-34.630911,11,14
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,13,10
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,17,10
CORDOBA AV. 3143,-58.410998,-34.597969,20,6
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,16,10
CORDOBA AV. 1147,-58.383217,-34.599039,17,5
CORDOBA AV. 2523,-58.402911,-34.59879,18,4
CORDOBA AV. 1749,-58.392148,-34.599512,17,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,15,6
NAZCA AV. 479,-58.471328,-34.626678,12,9
NAZCA AV. 479,-58.471328,-34.626678,11,7
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,17,8
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,16,6
NAZCA AV. 479,-58.471328,-34.626678,17,8
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,6,5
NAZCA AV. 479,-58.471328,-34.626678,12,11
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,13,4
ENTRE RIOS AV. 1818,-58.390787,-34.629623,0,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,0,6
NAZCA AV. 479,-58.471328,-34.626678,17,5
RIVADAVIA AV. 6626,-58.459176,-34.62777,19,18
NAZCA AV. 479,-58.471328,-34.626678,8,10
NAZCA AV. 479,-58.471328,-34.626678,9,5
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,19,3
ENTRE RIOS AV. 1818,-58.390787,-34.629623,1,1
NAZCA AV. 479,-58.471328,-34.626678,5,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,20,1
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,20,4
ENTRE RIOS AV. 1818,-58.390787,-34.629623,7,5
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,12,19
CORDOBA AV. 1749,-58.392148,-34.599512,16,9
CORDOBA AV. 3647,-58.417813,-34.597727,16,6
CORDOBA AV. 1431,-58.387335,-34.599232,3,2
CORDOBA AV. 3143,-58.410998,-34.597969,12,8
CORDOBA AV. 1749,-58.392148,-34.599512,3,1
CORDOBA AV. 2801,-58.407164,-34.597965,7,7
CORDOBA AV. 3329,-58.413685,-34.597847,16,5
CORDOBA AV. 2149,-58.398175,-34.599668,7,13
ENTRE RIOS AV. 1818,-58.390787,-34.629623,9,9
NAZCA AV. 479,-58.471328,-34.626678,7,4
CORDOBA AV. 4570,-58.429776,-34.594591,16,3
CORDOBA AV. 3647,-58.417813,-34.597727,16,4
CORDOBA AV. 1431,-58.387335,-34.599232,16,5
CORDOBA AV. 1749,-58.392148,-34.599512,20,5
CORDOBA AV. 1749,-58.392148,-34.599512,16,2
CORDOBA AV. 2801,-58.407164,-34.597965,17,5
CORDOBA AV. 4570,-58.429776,-34.594591,17,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,15,7
CORDOBA AV. 3143,-58.410998,-34.597969,20,3
CORDOBA AV. 3143,-58.410998,-34.597969,17,5
CORDOBA AV. 2523,-58.402911,-34.59879,20,2
CORDOBA AV. 1147,-58.383217,-34.599039,16,4
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,13,10
ENTRE RIOS AV. 1818,-58.390787,-34.629623,20,1
NAZCA AV. 479,-58.471328,-34.626678,14,8
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,17,6
CORDOBA AV. 1980,-58.395434,-34.599776,3,2
CORDOBA AV. 3143,-58.410998,-34.597969,3,2
CORDOBA AV. 1749,-58.392148,-34.599512,3,1
NAZCA AV. 479,-58.471328,-34.626678,10,10
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,0,1
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,1,12
CORRIENTES AV. 3022,-58.408125,-34.604302,19,9
CORRIENTES AV. 3022,-58.408125,-34.604302,12,14
CORRIENTES AV. 3022,-58.408125,-34.604302,4,1
CALLAO AV. 858,-58.39311,-34.599002,2,3
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,19,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,9,4
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,12,2
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,16,3
ENTRE RIOS AV. 926,-58.391557,-34.619431,17,8
LIMA OESTE 1524,-58.382189,-34.626200,16,16
ENTRE RIOS AV. 678,-58.391572,-34.616551,14,8
CALLAO AV. 681,-58.392623,-34.601114,2,1
CALLAO AV. 681,-58.392623,-34.601114,6,2
CALLAO AV. 681,-58.392623,-34.601114,13,5
GAONA AV. 2300,-58.459429,-34.613877,17,3
CORRIENTES AV. 3022,-58.408125,-34.604302,4,1
CALLAO AV. 858,-58.39311,-34.599002,2,4
CORRIENTES AV. 3022,-58.408125,-34.604302,2,1
CALLAO AV. 858,-58.39311,-34.599002,6,6
CORDOBA AV. 4471,-58.428774,-34.594989,13,1
CORDOBA AV. 3647,-58.417813,-34.597727,13,4
CORDOBA AV. 3329,-58.413685,-34.597847,19,6
CORDOBA AV. 1431,-58.387335,-34.599232,18,4
CORDOBA AV. 4570,-58.429776,-34.594591,19,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,12,8
CORDOBA AV. 3647,-58.417813,-34.597727,10,6
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,17,5
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,15,2
NAZCA AV. 479,-58.471328,-34.626678,0,4
RIVADAVIA AV. 7420,-58.469991,-34.630911,13,20
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,10,26
CORRIENTES AV. 6210,-58.448402,-34.591075,15,12
FOREST AV. 634,-58.454309,-34.584925,2,1
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,3,2
NAZCA AV. 479,-58.471328,-34.626678,14,10
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,7,8
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,12,3
RIVADAVIA AV. 6626,-58.459176,-34.62777,8,22
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,9,9
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,7,6
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,9,9
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,1,1
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,0,1
PUEYRREDON AV. 768,-58.404705,-34.601207,18,17
BOEDO AV. 965,-58.416231,-34.624996,19,9
PUEYRREDON AV. 768,-58.404705,-34.601207,15,19
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,20,4
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,20,2
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,0,1
SANTA FE AV. 2622,-58.403884,-34.594047,10,1
SANTA FE AV. 2622,-58.403884,-34.594047,12,3
SANTA FE AV. 3889,-58.418132,-34.583669,1,5
SANTA FE AV. 2622,-58.403884,-34.594047,7,3
CORDOBA AV. 3329,-58.413685,-34.597847,13,4
CORDOBA AV. 4570,-58.429776,-34.594591,13,2
CORDOBA AV. 4471,-58.428774,-34.594989,13,5
CORDOBA AV. 4471,-58.428774,-34.594989,14,9
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,18,8
CORDOBA AV. 1749,-58.392148,-34.599512,19,1
CORDOBA AV. 1980,-58.395434,-34.599776,10,14
CORDOBA AV. 1431,-58.387335,-34.599232,14,6
CORDOBA AV. 3329,-58.413685,-34.597847,10,4
CORDOBA AV. 3647,-58.417813,-34.597727,14,3
