fecha_conteo,dia_conteo,mes_conteo,anio_conteo,ubicacion_conteo,longitud_conteo,latitud_conteo,comuna_conteo,cantidad_carriles_via_conteos,especificacion_via_conteos,tipo_circulacion_via_conteos,sentido_circulacion_conteo,conteo_vehiculos
2025-01-17,17,1,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8021
2025-01-24,24,1,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,5320
2025-01-31,31,1,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8175
2025-02-07,7,2,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8213
2025-02-14,14,2,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8634
2025-02-21,21,2,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8454
2025-02-28,28,2,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8079
2025-03-06,6,3,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,8239
2025-03-13,13,3,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,4558
2025-03-20,20,3,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,6147
2025-03-27,27,3,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,9575
2025-04-03,3,4,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,12119
2025-04-10,10,4,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,12902
2025-04-17,17,4,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,13316
2025-04-24,24,4,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,13107
2025-05-01,1,5,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,6806
2025-05-08,8,5,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,13911
2025-05-15,15,5,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,14328
2025-05-22,22,5,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,13026
2025-05-29,29,5,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,13775
2025-06-05,5,6,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,12556
2025-06-12,12,6,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,10850
2025-06-19,19,6,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,11707
2025-06-26,26,6,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,12873
2025-07-03,3,7,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,12109
2025-07-17,17,7,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,11873
2025-07-24,24,7,2025,"DE IRIGIOYEN, BERNARDO 1026",-58.3799,-34.62006,Comuna 1,4,calle_avenida,única,norte,11310
2025-01-03,3,1,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17220
2025-01-10,10,1,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,15094
2025-01-17,17,1,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,13942
2025-01-24,24,1,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,9672
2025-01-31,31,1,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,15293
2025-02-07,7,2,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,18931
2025-02-14,14,2,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17395
2025-02-21,21,2,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,13561
2025-02-28,28,2,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,14267
2025-03-06,6,3,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,14995
2025-03-13,13,3,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,9138
2025-03-20,20,3,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,9409
2025-03-27,27,3,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,18993
2025-04-03,3,4,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,
2025-04-10,10,4,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,19269
2025-04-17,17,4,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17922
2025-04-24,24,4,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,16373
2025-05-01,1,5,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,9970
2025-05-08,8,5,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,18416
2025-05-15,15,5,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,18009
2025-05-22,22,5,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17118
2025-05-29,29,5,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,16909
2025-06-05,5,6,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,14868
2025-06-12,12,6,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,15560
2025-06-19,19,6,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17188
2025-06-26,26,6,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17142
2025-07-03,3,7,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,18004
2025-07-10,10,7,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17650
2025-07-17,17,7,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,17351
2025-07-24,24,7,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,15041
2025-07-31,31,7,2025,SAN JUAN AV. 1119,-58.381832,-34.622096,Comuna 1,4,calle_avenida,única,este,16679
2025-01-03,3,1,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,24426
2025-01-10,10,1,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,25402
2025-01-17,17,1,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,22678
2025-01-24,24,1,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,17320
2025-01-31,31,1,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,23523
2025-02-07,7,2,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,29199
2025-02-14,14,2,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,27578
2025-02-21,21,2,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,24116
2025-02-28,28,2,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,25056
2025-03-06,6,3,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,27240
2025-03-13,13,3,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,30813
2025-03-20,20,3,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,26354
2025-03-27,27,3,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,27065
2025-04-03,3,4,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,29312
2025-04-10,10,4,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,31727
2025-04-17,17,4,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,28748
2025-04-24,24,4,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,30086
2025-05-01,1,5,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,20360
2025-05-08,8,5,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,29916
2025-05-15,15,5,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,30443
2025-05-22,22,5,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,29276
2025-05-29,29,5,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,27153
2025-06-05,5,6,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,18011
2025-06-12,12,6,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,29913
2025-06-19,19,6,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,31490
2025-06-26,26,6,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,20364
2025-07-03,3,7,2025,"ALBERDI, JUAN BAUTISTA AV. 890",-58.440541,-34.623013,Comuna 6,4,calle_avenida,única,oeste,24213
2025-01-03,3,1,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,21746
2025-01-10,10,1,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,22917
2025-01-17,17,1,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,22613
2025-01-24,24,1,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,20981
2025-01-31,31,1,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,23355
2025-02-07,7,2,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,10997
2025-02-21,21,2,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,23156
2025-02-28,28,2,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,24181
2025-03-06,6,3,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,24520
2025-03-13,13,3,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,22703
2025-03-20,20,3,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,18694
2025-03-27,27,3,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,22770
2025-04-24,24,4,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,20256
2025-05-01,1,5,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,13702
2025-05-08,8,5,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,22198
2025-05-15,15,5,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,21297
2025-05-22,22,5,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,21528
2025-05-29,29,5,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,20373
2025-06-05,5,6,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,21169
2025-06-12,12,6,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,21546
2025-06-19,19,6,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,21800
2025-06-26,26,6,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,23356
2025-07-03,3,7,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,22444
2025-07-10,10,7,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,23117
2025-07-17,17,7,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,20817
2025-07-24,24,7,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,20730
2025-07-31,31,7,2025,AVELLANEDA AV. 1825,-58.456423,-34.621237,Comuna 7,4,calle_avenida,única,este,24853
2025-01-03,3,1,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22514
2025-01-10,10,1,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,20814
2025-01-17,17,1,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,20679
2025-01-24,24,1,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,17167
2025-01-31,31,1,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22682
2025-02-07,7,2,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,25000
2025-02-14,14,2,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,16945
2025-02-21,21,2,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22047
2025-02-28,28,2,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21318
2025-03-06,6,3,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,11979
2025-03-13,13,3,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,11201
2025-03-20,20,3,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,19691
2025-03-27,27,3,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21867
2025-04-03,3,4,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,16602
2025-04-10,10,4,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22625
2025-04-17,17,4,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21741
2025-04-24,24,4,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,20967
2025-05-01,1,5,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,14991
2025-05-08,8,5,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,20449
2025-05-15,15,5,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,19537
2025-05-22,22,5,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,20451
2025-05-29,29,5,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,20384
2025-06-05,5,6,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22134
2025-06-12,12,6,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21284
2025-06-19,19,6,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21989
2025-06-26,26,6,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22523
2025-07-03,3,7,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21268
2025-07-10,10,7,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,21297
2025-07-17,17,7,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,17719
2025-07-24,24,7,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22736
2025-07-31,31,7,2025,CORRIENTES AV. 3022,-58.408125,-34.604302,Comuna 3,4,calle_avenida,única,este,22576
2025-01-03,3,1,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,11982
2025-01-10,10,1,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,11944
2025-01-17,17,1,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,11086
2025-01-24,24,1,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,10347
2025-01-31,31,1,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,12875
2025-02-07,7,2,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,14009
2025-02-14,14,2,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,9286
2025-02-21,21,2,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,9703
2025-02-28,28,2,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,10258
2025-03-06,6,3,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,10982
2025-03-13,13,3,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,11460
2025-03-20,20,3,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,13943
2025-03-27,27,3,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,17976
2025-04-03,3,4,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,16449
2025-04-10,10,4,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,17511
2025-04-17,17,4,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,17261
2025-04-24,24,4,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,16861
2025-05-01,1,5,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,11675
2025-05-08,8,5,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,17456
2025-05-15,15,5,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,16996
2025-05-22,22,5,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,17228
2025-05-29,29,5,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15647
2025-06-05,5,6,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15565
2025-06-12,12,6,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15814
2025-06-19,19,6,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,16310
2025-06-26,26,6,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15234
2025-07-03,3,7,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15897
2025-07-10,10,7,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15290
2025-07-17,17,7,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,14952
2025-07-24,24,7,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,14692
2025-07-31,31,7,2025,BOEDO AV. 965,-58.416231,-34.624996,Comuna 5,3,calle_avenida,única,sur,15660
2025-01-03,3,1,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,9344
2025-01-10,10,1,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,21366
2025-01-17,17,1,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22067
2025-01-24,24,1,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,18204
2025-01-31,31,1,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22893
2025-02-07,7,2,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,24542
2025-02-14,14,2,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,25433
2025-02-21,21,2,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22633
2025-02-28,28,2,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22136
2025-03-06,6,3,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22240
2025-03-13,13,3,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,18055
2025-03-20,20,3,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,16193
2025-03-27,27,3,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22838
2025-04-03,3,4,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22147
2025-04-10,10,4,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,22875
2025-04-17,17,4,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,24049
2025-04-24,24,4,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23922
2025-05-01,1,5,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,14203
2025-05-08,8,5,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23416
2025-05-15,15,5,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23056
2025-05-22,22,5,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23637
2025-05-29,29,5,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23326
2025-06-05,5,6,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23108
2025-06-12,12,6,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23404
2025-06-19,19,6,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23180
2025-06-26,26,6,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23155
2025-07-03,3,7,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,24369
2025-07-10,10,7,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23338
2025-07-17,17,7,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,21107
2025-07-24,24,7,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,23190
2025-07-31,31,7,2025,CORDOBA AV. 1980,-58.395434,-34.599776,Comuna 3,4,calle_avenida,única,oeste,24005
2025-01-03,3,1,2025,RIVADAVIA AV. 7218,-58.467187,-34.630203,Comuna 7,2,calle_avenida,doble,este,12850
2025-01-10,10,1,2025,RIVADAVIA AV. 7218,-58.467187,-34.630203,Comuna 7,2,calle_avenida,doble,este,13031
2025-01-17,17,1,2025,RIVADAVIA AV. 7218,-58.467187,-34.630203,Comuna 7,2,calle_avenida,doble,este,8704
2025-01-24,24,1,2025,RIVADAVIA AV. 7218,-58.467187,-34.630203,Comuna 7,2,calle_avenida,doble,este,7820
2025-01-31,31,1,2025,RIVADAVIA AV. 7218,-58.467187,-34.630203,Comuna 7,2,calle_avenida,doble,este,11423
